Gene Symbol,BXD1,BXD100,BXD101,BXD102,BXD103,BXD11,BXD12,BXD14,BXD24,BXD27,BXD29,BXD31,BXD32,BXD34,BXD39,BXD40,BXD42,BXD43,BXD44,BXD45,BXD48,BXD49,BXD50,BXD56,BXD60,BXD62,BXD63,BXD65,BXD68,BXD69,BXD70,BXD71,BXD73,BXD75,BXD79,BXD80,BXD83,BXD84,BXD85,BXD87,BXD89,BXD90,BXD95,BXD97,BXD99
Gm7120,8.370999999999999,9.637,9.663499999999999,9.636,9.173,9.061,9.204,9.363,9.139,9.2055,9.374,9.124500000000001,9.470500000000001,9.7025,9.106,9.957999999999998,9.093,9.341,9.218,9.227,9.5425,9.351,8.826,9.113,9.5695,8.930499999999999,9.291,9.8555,8.7265,9.525500000000001,9.008,8.6885,9.2295,8.982,9.418,9.228,8.9125,10.265,9.3335,9.2595,9.055,9.584,9.209,9.653,8.929
Gm8840,9.350000000000001,9.754000000000001,9.8875,9.97,8.764,9.997499999999999,9.861,9.375,9.867,8.934999999999999,9.0785,9.576,9.547,8.972,9.898,9.9335,9.713,9.901,9.027000000000001,9.8935,9.829,9.106,10.1915,9.876999999999999,9.870000000000001,8.6255,9.124,9.834499999999998,9.844999999999999,9.9025,9.2465,9.1695,8.8775,10.0755,9.973,8.728,9.072,9.802,9.2335,8.925,9.689,9.8035,9.0505,9.82,9.983
Grm2,9.0795,9.712499999999999,9.2365,10.074,9.67,9.774000000000001,9.282,9.628,9.76,9.741,10.046,9.6095,9.469,10.29,9.891,9.729500000000002,10.144,10.148,9.491499999999998,10.017,9.233,9.66,9.3055,9.339500000000001,10.078,10.088000000000001,9.483,10.2105,9.137,9.789000000000001,9.2905,10.215,9.936,9.581,9.414,9.632,9.081,9.711,9.273499999999999,9.303,9.522,9.3665,9.682500000000001,9.218499999999999,9.449
Hbb-bs,9.998249999999999,9.874,9.718,10.2905,10.3555,9.932500000000001,10.619499999999999,8.918,9.986,9.91375,9.775500000000001,9.6115,9.691500000000001,10.24125,10.119,10.40375,9.6105,10.836,10.193750000000001,10.4055,10.19825,10.621,9.49225,9.7015,9.8885,10.27025,9.763,10.493,10.49175,9.98925,10.058499999999999,9.839,10.002,10.07675,9.624,10.221,9.459,10.4205,10.0775,10.46925,9.34325,9.86675,10.182,10.004249999999999,10.20675
Hdc,9.34,9.651499999999999,9.1325,10.299,10.002500000000001,9.8965,9.837,9.709,9.531,9.3575,9.789,9.880500000000001,9.632000000000001,9.821,9.728,9.657499999999999,10.227,10.0,9.4885,9.8975,9.225999999999999,10.261,8.94,8.4215,10.075,9.479,9.355,9.739999999999998,9.509,9.712,9.563500000000001,9.964500000000001,10.152999999999999,9.400500000000001,9.233,10.18,9.384,10.009,9.2005,9.620000000000001,9.7325,9.506,9.8065,9.154,9.6645
Hist2h2ab,9.87,10.123000000000001,10.3245,10.428,10.339,10.032499999999999,10.103,9.51,10.644,10.1785,10.022,10.0685,10.629999999999999,9.9435,10.083,10.454,9.931,10.784,10.302,9.864,10.328,9.52,10.0735,10.14,10.478000000000002,10.828,10.262,10.2585,10.0585,10.459,9.9195,10.075,10.276499999999999,10.1055,9.984,10.6715,9.889,11.077,9.915,9.8015,10.2105,10.1675,9.8895,9.8915,10.086500000000001
Ifit3,9.8435,9.475999999999999,9.962,9.533,9.79,9.225,10.323,9.565,9.463,9.2905,9.317499999999999,9.305,10.158,9.3045,9.9,9.32,9.814,9.89,9.876999999999999,9.5915,9.5625,10.575,9.757,9.8915,9.686499999999999,9.807500000000001,9.492,9.839500000000001,9.8435,9.3255,9.533999999999999,9.2715,9.343499999999999,8.992999999999999,10.992,9.651499999999999,9.854,9.013,10.029499999999999,9.9505,9.816500000000001,10.392,9.493500000000001,9.7315,9.3125
Ifitm3,9.288,9.065999999999999,9.908999999999999,9.314,9.7415,9.5,10.212,8.991,9.172,9.4055,9.417000000000002,9.413,10.0185,9.27,9.458,9.473500000000001,10.137,9.698,9.623000000000001,9.966000000000001,9.459499999999998,10.274,9.459,9.6735,9.521,10.022,8.998,9.6895,9.512,9.4155,9.494,9.56,9.3965,9.424,10.458,9.611999999999998,9.483,9.761,10.0775,9.8435,9.3675,9.3605,9.7105,9.317,9.6075
LOC100503822,12.004,11.839,11.837,12.856,11.8215,12.646,12.605,12.73,12.013,11.939499999999999,11.918,11.997499999999999,11.8765,11.761,11.876,11.9905,12.606,12.933,12.404,12.557500000000001,11.964500000000001,12.605,12.713000000000001,11.8245,11.8265,12.5625,12.053,11.880500000000001,12.486,11.923,11.891,11.937,11.8305,12.841999999999999,11.795,11.786999999999999,11.806999999999999,12.051,12.0815,11.8265,11.994,11.8545,12.5705,12.062,12.02
LOC101056102,8.7945,6.253,9.167,10.975,9.483,8.243,8.75,9.412,9.296,11.027000000000001,9.242,9.0515,11.0155,10.282499999999999,10.187,8.8065,9.036,9.011,9.8805,9.193999999999999,9.5325,9.398,10.1465,9.5285,7.7219999999999995,9.0285,9.502,9.3315,9.5755,10.692,10.6345,7.4285,9.1225,9.0875,9.554,9.3595,10.060500000000001,8.669,9.3905,9.854,10.0865,7.3309999999999995,8.908,9.628499999999999,10.950500000000002
LOC102637749,9.1075,9.856,9.6525,9.836,9.158,9.802,9.201,9.465,9.145,9.5925,9.7405,9.082,8.7935,8.727,8.678,9.6025,9.752,9.822,9.197,9.871,9.816,10.007,9.2635,9.071,9.815999999999999,9.009,9.397,9.768,9.064,8.901,9.869,9.825500000000002,9.3415,9.844,9.171,9.109,9.988,9.673,9.706,9.0365,9.695,9.9045,9.809999999999999,9.9235,9.1525
LOC102639749,10.009,10.535499999999999,10.136,10.12,9.4295,9.8515,9.462,9.663,9.899,10.317499999999999,10.1505,9.274000000000001,9.007,10.341999999999999,10.177,9.7715,9.8,10.069,10.0455,9.2675,10.348500000000001,9.826,9.506,10.0705,9.881,9.814499999999999,9.236,9.586,10.0455,9.554,9.923,9.595500000000001,10.1745,9.3715,9.517,9.494499999999999,9.4235,10.173,9.2275,9.8015,9.5775,9.057500000000001,10.183,10.0605,10.2165
LOC102640399,13.716,13.51825,13.6725,13.7665,12.24375,13.7655,12.347999999999999,12.003499999999999,13.587499999999999,13.69,13.4475,12.1475,12.2295,13.54775,13.841000000000001,13.4255,13.250499999999999,13.217500000000001,13.807500000000001,12.137,13.70525,11.974,12.5225,13.6205,13.399,13.271,12.261,12.26375,13.70525,13.466,13.66575,12.255749999999999,13.6805,12.325,12.090499999999999,12.23275,12.533249999999999,13.4085,11.754,12.486,12.155,12.37425,13.69975,13.89975,13.91325
LOC102642160,9.4905,10.004,9.546,7.937,8.689,9.3675,9.607,8.625,8.866,9.5825,9.639,9.404,9.428,9.8615,9.986,8.771,9.21,8.358,8.757,8.513,9.396999999999998,8.321,9.3675,9.462,8.696,9.006499999999999,9.462,9.064,9.467,7.7684999999999995,9.6175,9.315999999999999,8.641,9.015,9.153,8.093499999999999,9.608,8.275,8.974499999999999,9.068000000000001,9.109,9.766,9.374500000000001,9.466999999999999,9.5105
Laptm5,9.51,8.918500000000002,10.1935,9.699,9.517,9.408999999999999,9.966,10.13,9.869,9.704,9.866499999999998,9.8215,9.641,9.545000000000002,10.09,9.498999999999999,10.301,9.588,9.6935,9.629999999999999,9.596,9.817,9.614,9.463000000000001,9.3185,9.2205,9.061,9.5185,9.871,9.7275,9.8905,9.3975,9.565999999999999,9.3525,10.096,9.625499999999999,9.5105,9.201,10.100999999999999,9.804,9.8105,9.565999999999999,9.686,9.6235,9.6195
Leng8,11.088000000000001,11.045,10.7365,9.657,10.144,10.79,10.806,10.623,10.425,10.733,10.913,10.7725,10.773,10.862,11.144,10.497,10.412,9.688,10.318,10.4185,10.7095,10.262,10.581499999999998,10.7745,9.975000000000001,10.334,10.74,10.6495,10.761,9.617,10.856,10.850999999999999,10.255500000000001,10.6005,10.637,9.9575,10.971,10.229,10.485499999999998,10.6555,10.729,10.995,10.847999999999999,10.859,10.953
Ly86,9.773,9.2535,10.711500000000001,9.912,9.6925,9.620000000000001,10.371,10.128,10.275,9.757,10.151,9.892,10.0155,9.7895,10.401,9.687000000000001,10.791,9.943,9.773,9.686499999999999,9.8205,9.75,9.777000000000001,9.6405,9.554,9.487,9.031,9.607,10.2005,9.784,10.1935,9.294,9.663,9.3935,10.62,10.0155,9.597,9.317,10.8045,10.091,10.005,9.8275,9.684000000000001,9.6565,9.545
Malat1,12.832,13.2275,11.8805,10.919,11.571,11.9525,12.118,11.618,12.32,11.594999999999999,12.247499999999999,11.8905,12.7,12.704,12.849,12.350000000000001,10.908,11.438,11.125,11.316,12.282499999999999,11.556,12.012,12.182,11.6645,12.401,11.913,11.9825,12.263,10.9165,11.5885,11.8,11.4845,12.202,11.963,11.6595,12.6725,12.004,11.7,11.4435,11.9085,12.873000000000001,11.7945,12.1335,12.144
Meg3,12.9335,13.018,12.494,11.204,11.882,12.558499999999999,12.664,12.563,12.296,12.4375,12.706,12.5155,12.5025,12.6335,12.961,12.299,12.229,11.218,12.068999999999999,12.195,12.436499999999999,12.148,12.4185,12.503,11.653500000000001,12.054,12.495,12.4195,12.504,10.963000000000001,12.5895,12.599,11.978,12.4805,12.324,11.5725,12.833,12.06,12.357,12.316500000000001,12.47,12.78,12.497,12.747,12.696
Meis2,9.9775,9.604,9.8855,9.867,10.085,9.85,9.903,9.946,10.033,9.984,9.2805,10.1555,9.76,9.658,9.378,9.9165,9.516,10.052,10.243500000000001,9.837499999999999,10.041,9.685,10.229,9.9085,10.0965,9.746500000000001,9.984,10.017,9.965,10.251999999999999,9.745,9.8515,9.814,10.1075,9.956,9.4265,9.2275,9.546,10.0485,9.586500000000001,9.5485,9.0645,9.978000000000002,10.0305,9.264
Mela,10.05,6.824,10.0175,7.300000000000001,9.982,7.0025,10.105,7.0809999999999995,6.991,7.05125,9.99675,6.87075,6.94625,6.56675,10.035499999999999,9.8265,6.9715,7.0305,9.86425,9.833,6.743,9.940000000000001,7.0605,6.6975,7.10175,6.83875,10.1205,7.2765,6.8265,9.7915,10.12425,10.0075,9.8935,9.80425,9.8625,9.72675,10.07725,9.4885,9.9585,6.99275,10.145,10.09625,10.068249999999999,7.21575,10.47325
Mid1,9.0745,9.1455,9.2685,9.439,9.5385,9.888,9.511,9.241,9.205,9.2475,9.1475,9.644,8.810500000000001,9.1535,11.457,9.705,9.339,9.411,9.3575,9.367,9.036999999999999,9.444,9.593,10.3415,9.2365,9.1575,9.899,9.516,10.281500000000001,9.5485,9.5335,9.524999999999999,9.224499999999999,9.256,9.88,9.446,9.645499999999998,9.119,10.2845,9.647,9.2975,9.466000000000001,9.1025,9.735,9.16
Mir134,10.375,10.258500000000002,10.491,9.61,9.9805,10.413499999999999,10.333,10.444,9.955,10.413,10.381,10.403,9.974,10.277000000000001,10.724,9.922,10.552,9.297,10.362,10.2635,10.361,10.07,10.204,10.2915,9.597999999999999,9.671,10.269,10.008,10.3975,9.5275,10.6985,10.4205,9.9775,10.1135,10.107,9.466999999999999,10.3525,9.76,10.3215,10.4435,10.2735,10.193999999999999,10.5105,10.378,10.4975
Mir341,12.463000000000001,12.611999999999998,11.8855,10.459,10.907,12.0095,11.987,12.03,11.963,11.9565,12.136500000000002,11.9435,11.994,12.008500000000002,12.631,11.788,11.288,10.63,11.082,11.2575,11.9515,11.19,11.9375,11.8825,10.856,11.3915,11.985,11.626999999999999,12.0215,10.189499999999999,11.9895,11.878499999999999,11.121500000000001,11.895499999999998,11.756,10.8945,12.349,11.662,11.837,11.531,11.754999999999999,12.318999999999999,11.7025,12.0705,12.068999999999999
Mir377,9.434,10.015,9.913,8.175,8.908999999999999,9.589500000000001,9.389,9.357,9.158,9.6205,9.4205,9.6125,9.5775,9.889,10.054,8.8975,9.82,8.301,9.656500000000001,9.243,9.687999999999999,8.97,9.354,9.432500000000001,8.5955,8.9395,9.554,9.223,9.6235,7.868,9.812000000000001,9.566500000000001,9.0245,9.221499999999999,9.235,8.299,9.5565,8.295,9.164000000000001,9.7,9.5095,9.4305,9.8415,9.4235,9.7765
Mir505,10.065999999999999,10.14,9.624500000000001,8.033,8.556999999999999,9.501999999999999,9.806,9.521,9.721,9.51,10.038499999999999,9.1805,9.6445,9.8845,10.009,9.58,8.937,8.354,8.5035,8.3585,9.6145,8.817,9.102,9.354,8.498000000000001,9.3625,9.648,9.494,9.611,8.214,9.4175,9.304,8.4025,9.269,9.355,8.615,9.619,9.236,9.3225,8.735,9.0935,9.8845,9.259,9.776499999999999,9.5405
Mir540,10.5735,10.727,10.199,9.158,9.6125,10.321,10.345,10.178,10.022,10.1425,10.437000000000001,10.2985,10.205,10.341000000000001,10.918,10.097000000000001,9.88,9.113,9.628,9.705,10.3665,9.528,10.192499999999999,10.262,9.449,9.716999999999999,10.282,9.9275,10.283000000000001,9.184999999999999,10.365,10.254999999999999,9.6965,10.0785,9.998,9.425,10.526499999999999,9.909,10.1205,10.024000000000001,10.0075,10.440999999999999,10.0525,10.406,10.387
Mir598,10.631499999999999,10.593,10.2195,9.447,9.630500000000001,10.164,10.336,10.669,10.153,10.0655,10.439,10.3125,10.0855,10.2135,10.699,10.084499999999998,9.756,9.577,9.746500000000001,9.884,10.1935,10.054,10.475000000000001,10.315999999999999,9.689,9.7995,10.182,10.111,10.183,9.32,10.3555,10.3925,9.9425,10.247499999999999,10.285,9.629000000000001,10.588999999999999,9.952,10.191,10.144,10.175999999999998,10.528500000000001,10.022,10.541,10.238
Mir665,10.7395,11.121,10.3825,8.905,9.3505,10.475999999999999,10.666,10.077,10.074,10.478,10.6325,10.446,10.5095,10.6175,11.102,10.035,10.028,9.03,9.554,9.649000000000001,10.564,9.393,10.350999999999999,10.604,9.3425,9.808,10.376,10.190999999999999,10.494499999999999,8.433,10.554,10.410499999999999,9.5145,10.134,10.089,9.336,10.9205,9.857,10.394,10.3295,10.314,10.8105,10.3905,10.5835,10.629999999999999
Mir679,10.145499999999998,10.213000000000001,9.827000000000002,8.716,8.926,9.6415,9.724,9.992,9.534,9.588999999999999,9.8385,9.7015,9.7685,9.7965,10.205,9.485,9.283,8.686,9.222999999999999,9.277000000000001,9.8035,9.268,9.568999999999999,9.738,8.923,9.387,9.597,9.515,9.812,8.5295,9.75,9.7375,9.244,9.589,9.49,8.931000000000001,9.978,9.25,9.671,9.5565,9.6645,10.004999999999999,9.677499999999998,9.725999999999999,9.881499999999999
Mir680-2,9.866,10.122499999999999,9.372,7.678,8.361,9.322,9.338,9.226,9.043,9.4855,9.727,9.136,9.3705,9.4165,9.986,9.115,8.9,8.464,8.427,8.406,9.279,8.294,8.9845,9.386500000000002,8.3335,8.834,9.624,8.95,9.701,7.6525,9.615,9.4775,8.661999999999999,9.34,9.131,8.636,9.6335,8.474,9.3605,8.7395,9.075,9.729,9.293,9.493500000000001,9.552
Mirg,9.308499999999999,10.0125,9.893,8.957,9.189,9.7285,9.172,9.035,9.531,9.6445,9.331,9.3975,9.722999999999999,10.1175,9.829,8.948,9.79,9.262,10.008,9.3715,9.669,9.326,9.4475,9.2685,9.036999999999999,9.2225,9.213,9.1755,9.806999999999999,8.624500000000001,9.688500000000001,9.5345,9.153,9.25,9.287,8.848,9.472000000000001,9.554,9.6335,9.5315,9.454,9.3545,9.729,9.0555,9.553
Mrpl35,9.9485,10.745999999999999,9.877,10.69,10.7845,9.911999999999999,10.612,10.655,9.853,9.834,10.651,10.572,10.8055,10.7665,10.433,10.8,9.926,10.157,9.919,10.7,10.757000000000001,9.956,9.818000000000001,9.934000000000001,10.057,10.873000000000001,9.678,10.742,10.6995,10.8015,10.483,10.5175,10.827,10.668,10.637,10.9205,10.3065,10.922,10.708,10.5915,10.626000000000001,10.6405,10.539000000000001,10.5975,10.57
ND6,7.4079999999999995,9.449000000000002,8.366499999999998,8.098,8.0685,8.201,8.423,9.658,7.652,8.8015,8.5215,8.51,8.1305,8.1485,7.592,8.597000000000001,8.725,10.111,8.232,7.641,8.29,9.273,8.3155,8.919,8.400500000000001,7.794,8.376,8.173,8.2505,8.870999999999999,8.359,8.634,8.055,8.229,9.711,8.893,7.9505,7.934,7.999499999999999,7.919499999999999,8.913,8.334,8.389,8.5155,8.4785
Nlrp5-ps,8.376999999999999,9.2715,10.0785,9.611,9.803,8.7255,9.589,9.172,9.506,9.84,9.3625,9.845500000000001,9.868500000000001,9.818999999999999,8.302,9.9955,9.828,9.773,8.288499999999999,9.6795,9.707,9.903,9.638,9.6995,9.359,9.582999999999998,8.942,9.2605,8.780000000000001,8.964,9.2995,9.4795,9.099,9.631499999999999,9.595,9.654,9.8885,10.33,9.489,9.8345,9.7395,9.8335,9.4145,9.3185,8.9205
Nov,9.114,8.6985,9.431000000000001,9.042,9.881,9.155000000000001,9.866,9.251,9.127,9.221499999999999,9.509,9.545,9.370999999999999,9.486,9.233,9.6155,8.959,9.723,9.359,9.61,8.955,10.444,8.9625,8.911999999999999,9.689,9.6165,8.826,9.298,9.0635,9.965,8.6715,9.5725,9.5705,9.528500000000001,9.407,9.843,9.5845,10.118,9.5735,9.354,9.395499999999998,9.536000000000001,9.324000000000002,9.5145,9.7715
Nr4a2,9.3875,10.152999999999999,9.513,10.643,10.2645,10.143999999999998,9.622,9.49,10.164,10.3195,10.335999999999999,10.035499999999999,9.8845,10.434999999999999,10.19,10.058499999999999,10.789,10.753,9.9865,10.721499999999999,9.545,10.249,9.357,9.256499999999999,10.45,10.338999999999999,9.809,10.4565,9.470500000000001,10.261,9.942499999999999,10.354,10.422,10.0765,9.386,10.327,9.326,10.012,9.618500000000001,9.9735,9.906500000000001,9.970500000000001,10.046,9.5725,9.674
Oasl2,8.8335,8.290500000000002,8.9705,8.697,8.899000000000001,8.5075,9.275,8.64,8.438,8.685500000000001,8.6475,8.532,8.9855,8.124,8.928,8.5655,9.129,8.85,8.836500000000001,9.0375,8.5655,9.427,8.6945,8.93,8.5505,8.7625,8.233,9.0015,8.8265,8.68,8.649000000000001,8.524000000000001,8.4735,8.3735,10.214,8.558,8.5545,8.524,8.866499999999998,8.99,8.621500000000001,9.184000000000001,8.594999999999999,8.780000000000001,8.4805
Oxt,12.2345,11.437999999999999,11.634,11.895,11.903500000000001,11.701,12.057,12.016,12.113,11.925,10.503,12.029,11.648,11.5975,11.614,11.985,11.761,11.911,12.104,12.0975,11.9,12.182,12.1065,12.142,11.581,11.517,12.27,11.6205,11.8905,12.007,11.844999999999999,11.523,11.081,11.9305,11.984,11.317499999999999,11.812999999999999,11.282,11.714500000000001,11.940999999999999,11.7925,11.576,11.7045,11.939499999999999,11.572
Pdxdc1,10.972,10.260000000000002,10.184999999999999,10.3,10.219000000000001,10.289,11.035,10.002,10.321,11.148499999999999,10.29,11.033999999999999,10.188500000000001,10.221,10.26,11.0415,10.309,11.127,10.1935,10.2695,11.0235,11.11,10.213000000000001,10.2605,10.247499999999999,11.1305,11.075,11.0195,10.0915,10.2715,10.408000000000001,10.2045,10.2805,11.033,10.952,10.259,10.6845,10.318,10.204,10.9715,11.0955,10.2315,10.193,11.073,10.241
Pisd-ps1,11.241499999999998,11.348,10.8385,10.257,11.588000000000001,10.9205,12.072,11.876,10.631,11.7485,11.231,11.289,11.456,11.043,11.398,10.773499999999999,10.986,10.23,10.855,11.669,11.1125,10.473,10.7405,11.8095,10.077,10.407499999999999,11.076,9.749,11.0625,11.098500000000001,11.1615,11.7815,11.5725,11.4395,10.984,11.528500000000001,11.839,10.953,11.774000000000001,11.322500000000002,11.2485,11.6765,10.705,11.5615,11.1205
Psmd5,10.316500000000001,10.302,10.68,10.767,10.687,10.565,10.602,10.679,10.292,10.616,10.593499999999999,10.621500000000001,10.484,10.5515,10.378,10.381,10.885,10.746,10.6995,10.688500000000001,10.619,10.706,10.5965,10.7425,10.680499999999999,10.4555,8.551,10.612,10.6895,10.626,10.7495,10.599499999999999,10.605,10.5075,10.752,10.7035,10.501000000000001,10.184,10.7255,10.8,10.6985,10.485,10.693000000000001,10.4785,10.5735
Rfk,11.074000000000002,10.9375,11.2605,11.35,11.3595,12.400500000000001,11.453,11.296,11.008,12.3605,11.224,11.312,10.9915,11.107,12.355,11.161000000000001,11.403,11.189,12.4235,11.449,11.259,11.506,12.401,11.211,12.310500000000001,12.154,12.445,11.2695,12.393,11.396,12.2485,11.392,11.347999999999999,12.417,12.007,11.2805,11.9265,11.124,11.452,12.441500000000001,11.314,11.1035,12.4265,11.301,12.439
Rnpc3,9.884,10.101500000000001,10.0435,8.973,9.616499999999998,9.775500000000001,9.889,9.673,9.416,9.900500000000001,9.958,9.969000000000001,9.8315,10.0195,9.944,9.3505,9.78,8.839,9.6975,9.6195,9.738,9.684,9.594000000000001,9.857,9.1125,9.396999999999998,9.816,9.6515,9.966000000000001,8.8505,10.052499999999998,9.8445,9.4125,9.5185,9.867,8.996500000000001,9.955,9.142,9.9225,9.842500000000001,9.6965,9.925,9.930499999999999,9.778500000000001,9.868500000000001
Rnu2-10,11.3875,11.588999999999999,10.78225,12.065,12.069749999999999,11.4445,11.501000000000001,11.059999999999999,12.0165,11.5165,11.35175,11.2455,11.299,11.46675,11.126999999999999,11.3665,10.7725,12.026,11.96875,11.8985,11.26525,12.324,11.55925,11.097000000000001,12.04075,11.594999999999999,10.989,11.3385,11.13675,11.93375,10.93925,11.094000000000001,12.193,11.30625,11.0105,12.0695,11.22675,12.3665,11.001,11.24975,11.4005,11.706,11.072,11.1725,11.32525
Rnu73b,10.367,10.5725,10.356,10.711,10.692,10.409,10.374,9.861,10.681,10.3295,10.0505,9.871500000000001,10.5815,10.241,9.863,10.472,10.212,10.689,10.4205,10.327,10.529,10.575,10.193,10.214500000000001,10.329,10.795,10.133,10.4425,10.1205,10.411000000000001,10.208,10.1615,10.636,10.3295,10.054,10.637,10.251999999999999,11.721,9.916,10.6465,10.4085,10.2425,10.3875,10.339500000000001,10.588
Rny1,10.432,11.3225,10.599499999999999,11.5,11.2265,10.705,10.932,10.337,11.226,10.966000000000001,10.7425,10.3995,11.003499999999999,10.889,10.603,10.819500000000001,10.523,11.662,11.149000000000001,10.812999999999999,10.8375,11.23,10.547,10.77,11.0685,10.933,10.488,10.9405,10.496500000000001,11.2035,10.636,10.513,11.339,10.902999999999999,10.28,11.4395,10.7085,11.882,10.564,10.776,10.9125,10.8765,10.709,10.836500000000001,10.766
Rpl3,11.713166666666666,11.090416666666668,11.065333333333333,10.876,10.86475,11.576749999999999,11.588500000000002,11.048333333333332,11.284,10.943083333333334,11.682833333333333,11.079916666666668,11.674666666666667,10.899416666666667,11.870666666666667,11.186333333333332,11.589166666666666,11.092833333333333,11.502916666666666,10.803833333333335,11.759916666666667,11.521166666666666,11.898333333333333,11.566666666666668,11.668083333333334,11.62625,11.006666666666668,10.829666666666666,10.839333333333334,10.9095,10.989416666666665,10.761083333333334,11.158416666666668,11.084000000000001,11.475166666666667,11.840000000000002,11.636833333333334,11.216166666666666,10.80075,11.587083333333334,10.929,11.159416666666667,11.490666666666668,10.938416666666667,11.499666666666668
Scarna13,11.7575,12.0705,11.4845,11.253,11.317499999999999,11.215,10.561,11.127,12.209,11.1145,11.501999999999999,11.024000000000001,11.557500000000001,11.669,11.283,11.605,10.31,11.433,10.816,10.6455,11.338999999999999,10.877,10.7295,11.1175,11.410499999999999,11.7075,10.725,10.8745,11.285499999999999,11.411999999999999,10.5135,10.451,11.286,11.459,11.268,11.656500000000001,11.462,12.355,11.131499999999999,10.7215,10.849499999999999,11.7745,10.812999999999999,10.636,10.782
Scarna17,10.796,10.587,11.119,11.065,11.571,11.34,11.196,11.551,10.185,11.386500000000002,10.877500000000001,11.258,10.452,10.9225,10.887,10.524000000000001,11.409,10.092,11.5945,11.5245,10.775500000000001,11.495,11.041,10.937000000000001,10.882000000000001,10.042,11.128,11.208,11.262,10.733,11.4515,11.6355,11.118,11.157,11.301,10.6165,10.939,10.443,11.2775,11.4755,11.391,10.7035,11.57,11.193999999999999,11.5465
